                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.4622,                 3.9484,                 3.8973,                 0.0026,                0.41107,                0.00272,                0.00073,                  3.143,                 4.5657,                 3.7394,             0.00066296,             0.00066296,             0.00066296
